repo,commit_hash,file_path,is_buggy,loc,sloc,avg_complexity,max_complexity,maintainability_index,num_contributors,num_commits,num_bug_fixes,file_age_commits,lines_added,lines_deleted,import_count,max_nesting_depth,commit_hour,author_commits,files_in_commit,day_of_week,is_first_contribution,commit_msg_length
werkzeug,f384c48c,docs/conf.py,0,56,47,0.0,0,100.0,1,7,1,2,2,2,2,0,21,189,9,0,0,8
werkzeug,afc4ea7b,src/werkzeug/datastructures/headers.py,1,656,350,2.17,12,36.49,1,12,1,17,2,2,12,7,8,189,3,4,0,24
werkzeug,564835a6,src/werkzeug/exceptions.py,0,894,385,1.65,7,51.11,2,10,0,39,2,0,17,4,9,189,3,3,0,24
werkzeug,564835a6,src/werkzeug/sansio/response.py,0,763,499,2.26,9,43.87,4,12,1,47,3,0,33,5,9,189,3,3,0,24
werkzeug,14c5d990,src/werkzeug/datastructures/cache_control.py,1,192,73,2.45,6,66.26,3,8,2,33,4,1,4,6,15,1,5,0,1,88
werkzeug,06e50941,docs/conf.py,1,56,47,0.0,0,100.0,1,7,1,42,1,1,2,0,16,189,1,4,0,14
werkzeug,437cf6fc,src/werkzeug/exceptions.py,0,892,385,1.65,7,51.13,2,10,0,58,11,0,17,4,23,1,4,3,1,37
werkzeug,87cc78a2,src/werkzeug/security.py,0,163,87,4.8,10,68.04,1,12,0,74,2,0,6,6,9,189,3,4,0,52
werkzeug,8760275a,src/werkzeug/formparser.py,0,430,263,3.29,11,54.3,3,16,4,12,11,0,22,9,6,189,4,4,0,57
werkzeug,8760275a,src/werkzeug/sansio/multipart.py,0,323,227,4.17,19,43.62,5,10,4,72,2,0,9,7,6,189,4,4,0,57
werkzeug,7326de64,src/werkzeug/serving.py,1,1123,698,3.69,18,27.14,5,14,4,55,3,1,39,8,13,1,4,3,1,37
werkzeug,cfe71ee9,src/werkzeug/_reloader.py,0,471,298,3.48,14,41.09,4,7,0,65,13,2,21,5,11,1,3,3,1,22
werkzeug,2b4ab698,src/werkzeug/_reloader.py,0,460,288,3.48,14,41.39,4,7,0,69,7,7,17,5,12,189,12,3,0,23
werkzeug,65048197,src/werkzeug/debug/__init__.py,1,560,371,4.48,16,37.46,3,12,3,93,9,5,36,7,7,189,2,2,0,28
werkzeug,3a893d27,src/werkzeug/http.py,0,1387,650,4.56,19,26.13,5,22,1,62,41,24,22,8,21,189,3,1,0,40
werkzeug,a2f29de1,src/werkzeug/formparser.py,0,419,256,3.06,8,56.03,3,16,4,36,5,9,22,9,10,189,3,1,0,46
werkzeug,b28001e0,src/werkzeug/datastructures/cache_control.py,1,175,72,2.45,6,67.99,3,8,2,71,19,2,4,6,11,1,5,4,1,1147
werkzeug,b28001e0,src/werkzeug/utils.py,1,691,336,4.9,35,43.9,2,9,1,94,1,1,27,5,11,1,5,4,1,1147
werkzeug,e1236268,src/werkzeug/debug/tbtools.py,0,450,363,4.0,21,32.05,2,10,0,102,13,2,12,7,10,189,7,5,0,21
werkzeug,890b6b62,src/werkzeug/debug/__init__.py,0,560,371,4.48,16,37.53,3,12,3,116,20,5,36,7,14,189,2,4,0,36
werkzeug,890b6b62,src/werkzeug/sansio/utils.py,0,159,79,7.0,10,68.03,1,4,1,79,1,1,6,4,14,189,2,4,0,36
werkzeug,71b69dfb,src/werkzeug/debug/__init__.py,1,535,358,4.4,16,38.59,3,12,3,117,10,0,34,7,11,189,5,3,0,557
werkzeug,71b69dfb,src/werkzeug/serving.py,1,1113,691,3.69,18,27.22,5,14,4,95,3,0,39,8,11,189,5,3,0,557
werkzeug,7080b55a,src/werkzeug/routing/exceptions.py,0,152,103,2.19,10,61.27,1,3,0,0,6,3,12,5,9,189,4,6,0,20
werkzeug,7080b55a,src/werkzeug/routing/map.py,0,951,471,5.11,22,34.0,3,13,3,115,9,9,33,8,9,189,4,6,0,20
werkzeug,7080b55a,src/werkzeug/routing/rules.py,0,917,535,3.93,20,28.82,4,14,2,97,2,2,13,7,9,189,4,6,0,20
werkzeug,97fb2f72,src/werkzeug/urls.py,0,203,93,3.83,6,69.64,3,12,1,0,6,19,11,3,8,189,5,6,0,91
werkzeug,97fb2f72,src/werkzeug/wrappers/response.py,0,831,353,2.73,17,34.71,1,8,0,91,1,2,26,6,8,189,5,6,0,91
werkzeug,0b472374,src/werkzeug/routing/map.py,1,946,468,5.48,22,34.36,3,13,3,137,8,1,33,8,16,19,4,6,0,325
werkzeug,0b472374,src/werkzeug/routing/matcher.py,1,202,142,4.0,12,55.69,2,2,1,0,1,1,11,8,16,19,4,6,0,325
werkzeug,f516c400,src/werkzeug/datastructures/structures.py,1,1006,499,2.24,11,18.26,3,12,1,137,7,3,10,7,0,1,3,4,1,114
werkzeug,70ad4d6d,src/werkzeug/formparser.py,1,421,258,3.12,8,55.67,3,16,4,87,1,1,22,9,12,1,2,2,1,307
werkzeug,0a5777c9,src/werkzeug/datastructures/auth.py,0,514,305,1.9,5,45.93,4,14,3,96,7,3,13,5,8,189,27,5,0,24
werkzeug,0a5777c9,src/werkzeug/datastructures/structures.py,0,1006,499,2.24,11,18.26,3,12,1,148,1,1,10,7,8,189,27,5,0,24
werkzeug,0a5777c9,src/werkzeug/debug/__init__.py,0,534,357,4.4,16,38.64,3,12,3,152,2,2,33,7,8,189,27,5,0,24
werkzeug,0a5777c9,src/werkzeug/debug/repr.py,0,281,227,3.53,12,39.71,1,3,0,20,2,4,9,5,8,189,27,5,0,24
werkzeug,0a5777c9,src/werkzeug/debug/tbtools.py,0,439,355,3.88,21,33.51,2,10,0,141,3,1,12,7,8,189,27,5,0,24
werkzeug,0a5777c9,src/werkzeug/formparser.py,0,550,373,3.78,8,47.7,3,16,4,93,8,5,23,9,8,189,27,5,0,24
werkzeug,0a5777c9,src/werkzeug/local.py,0,641,308,2.12,9,50.62,1,5,0,124,1,3,13,7,8,189,27,5,0,24
werkzeug,0a5777c9,src/werkzeug/middleware/lint.py,0,438,328,3.23,15,35.23,1,4,0,93,28,10,11,6,8,189,27,5,0,24
werkzeug,af893ea8,src/werkzeug/datastructures/auth.py,1,318,167,1.82,5,53.96,4,14,3,98,2,4,9,5,7,189,1,4,0,17
werkzeug,f2300208,src/werkzeug/sansio/multipart.py,1,313,224,4.11,19,43.01,5,10,4,164,9,1,9,7,18,2,1,3,1,68
werkzeug,b1916c0c,src/werkzeug/sansio/multipart.py,1,313,224,4.11,19,43.01,5,10,4,166,9,1,9,7,18,2,1,3,0,68
werkzeug,64275425,src/werkzeug/routing/converters.py,0,261,120,2.17,7,64.8,2,5,0,35,1,0,6,4,10,19,2,5,0,337
werkzeug,4820d8c4,src/werkzeug/middleware/profiler.py,0,154,74,3.33,5,75.18,3,4,0,36,16,3,11,4,16,1,3,2,1,458
werkzeug,81b879a5,src/werkzeug/serving.py,1,1109,688,3.69,18,27.25,5,14,4,150,1,1,39,8,20,1,1,1,1,50
werkzeug,40ba284a,src/werkzeug/__init__.py,0,25,19,2.0,2,70.69,3,22,0,115,20,1,8,2,13,189,4,0,0,31
werkzeug,40ba284a,src/werkzeug/serving.py,0,1109,688,3.69,18,27.25,5,14,4,151,5,3,39,8,13,189,4,0,0,31
werkzeug,9a21003d,src/werkzeug/security.py,0,157,81,4.6,9,68.36,1,12,0,178,4,5,6,6,12,189,3,0,0,21
werkzeug,5ff0a573,src/werkzeug/_internal.py,0,214,132,2.22,5,53.55,3,11,2,143,4,95,10,4,10,189,16,0,0,46
werkzeug,5ff0a573,src/werkzeug/datastructures/auth.py,0,318,167,1.82,5,53.96,4,14,3,119,4,4,9,5,10,189,16,0,0,46
werkzeug,5ff0a573,src/werkzeug/datastructures/headers.py,0,515,244,2.8,11,42.47,1,12,1,147,7,58,9,7,10,189,16,0,0,46
werkzeug,fdc295a7,src/werkzeug/routing/rules.py,1,913,533,3.91,20,29.13,4,14,2,167,2,1,13,7,23,2,2,4,1,28
werkzeug,a0f4bf4b,src/werkzeug/routing/rules.py,1,913,533,3.91,20,29.13,4,14,2,168,1,1,13,7,23,2,1,4,0,26
werkzeug,d3e0e015,src/werkzeug/_internal.py,0,347,214,2.42,6,45.98,3,11,2,162,6,0,11,4,17,1,2,2,1,137
werkzeug,19fc3ecd,src/werkzeug/sansio/multipart.py,0,313,224,4.11,19,43.01,5,10,4,197,2,3,9,7,9,19,3,5,0,158
werkzeug,89ce5e5a,src/werkzeug/sansio/multipart.py,1,313,224,4.11,19,43.13,5,10,4,198,2,1,9,7,14,1,3,3,1,69
werkzeug,dcd9d215,src/werkzeug/local.py,0,643,310,2.12,9,50.64,1,5,0,182,3,3,13,7,7,189,8,1,0,19
werkzeug,5b8c7de9,src/werkzeug/datastructures/auth.py,0,510,301,1.9,5,46.02,4,14,3,155,5,5,13,5,13,1,1,6,1,30
werkzeug,f9b2005e,src/werkzeug/http.py,0,1536,769,4.54,20,25.27,5,22,1,180,1,1,25,6,15,1,2,3,1,31
werkzeug,f9b2005e,src/werkzeug/sansio/response.py,0,789,525,2.24,10,42.34,4,12,1,210,1,1,33,5,15,1,2,3,1,31
werkzeug,f91304f1,src/werkzeug/debug/__init__.py,1,534,357,4.4,16,38.64,3,12,3,214,2,2,33,7,14,189,5,3,0,82
werkzeug,f91304f1,src/werkzeug/formparser.py,1,549,370,3.78,8,47.84,3,16,4,155,0,2,23,9,14,189,5,3,0,82
werkzeug,f91304f1,src/werkzeug/wrappers/request.py,1,657,283,2.26,12,49.53,2,13,2,202,0,4,25,5,14,189,5,3,0,82
werkzeug,a1841116,src/werkzeug/datastructures/file_storage.py,1,193,103,3.2,10,63.41,1,5,2,183,7,4,10,5,10,189,2,3,0,47
werkzeug,62903323,src/werkzeug/_internal.py,1,311,201,2.45,6,44.53,3,11,2,186,30,0,10,4,12,189,8,2,0,42
werkzeug,62903323,src/werkzeug/datastructures/file_storage.py,1,192,102,3.2,10,63.54,1,5,2,186,2,1,9,5,12,189,8,2,0,42
werkzeug,62903323,src/werkzeug/formparser.py,1,548,369,3.78,8,47.9,3,16,4,159,2,1,22,9,12,189,8,2,0,42
werkzeug,62903323,src/werkzeug/http.py,1,1534,767,4.54,20,25.3,5,22,1,186,9,7,23,6,12,189,8,2,0,42
werkzeug,62903323,src/werkzeug/sansio/utils.py,1,158,78,7.0,10,68.17,1,4,1,181,2,1,5,4,12,189,8,2,0,42
werkzeug,dc9e73b3,src/werkzeug/urls.py,0,1377,781,3.98,19,18.2,3,12,1,100,10,10,23,5,1,1,3,5,1,128
werkzeug,23593ae5,src/werkzeug/routing/map.py,0,977,492,5.56,22,33.88,3,13,3,217,4,1,33,8,11,189,3,1,0,30
werkzeug,7475264b,src/werkzeug/debug/tbtools.py,0,437,353,3.88,21,33.54,2,10,0,212,1,1,12,7,7,189,2,0,0,22
werkzeug,c52fa377,src/werkzeug/datastructures/auth.py,1,509,300,1.9,5,46.08,4,14,3,168,2,1,12,5,20,2,3,4,0,37
werkzeug,a1f41f13,src/werkzeug/datastructures/auth.py,1,509,300,1.9,5,46.08,4,14,3,173,1,1,12,5,15,189,2,2,0,24
werkzeug,2a6ea76f,src/werkzeug/middleware/shared_data.py,0,282,164,3.22,12,61.16,2,5,0,171,3,3,21,6,14,189,1,2,0,32
werkzeug,8105a458,src/werkzeug/routing/rules.py,0,913,533,3.91,20,29.13,4,14,2,210,5,5,13,7,10,189,3,2,0,35
werkzeug,59352d7b,src/werkzeug/routing/map.py,0,974,491,5.56,22,33.91,3,13,3,230,4,4,33,8,10,189,6,2,0,19
werkzeug,46d78ab7,src/werkzeug/serving.py,0,1107,687,3.69,18,27.27,5,14,4,214,1,1,39,8,6,1,1,1,1,17
werkzeug,0820d2e9,src/werkzeug/datastructures/auth.py,0,509,300,1.9,5,46.08,4,14,3,182,13,13,12,5,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/datastructures/headers.py,0,566,286,2.95,11,40.69,1,12,1,210,6,6,10,7,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/formparser.py,0,548,369,3.78,8,47.9,3,16,4,179,13,13,22,9,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/http.py,0,1534,767,4.54,20,25.3,5,22,1,206,20,20,23,6,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/routing/converters.py,0,270,128,2.26,7,64.43,2,5,0,106,1,1,7,4,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/routing/map.py,0,974,491,5.56,22,33.95,3,13,3,235,3,3,33,8,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/sansio/http.py,0,202,122,10.0,18,62.76,1,7,0,206,4,4,12,4,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/sansio/request.py,0,659,371,1.32,4,54.46,1,9,0,183,9,9,35,4,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/sansio/response.py,0,789,525,2.24,10,42.34,4,12,1,236,1,1,33,5,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/security.py,0,172,94,4.8,9,67.04,1,12,0,242,4,4,7,6,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/urls.py,0,1377,781,3.98,19,18.2,3,12,1,119,29,29,23,5,12,189,13,0,0,29
werkzeug,0820d2e9,src/werkzeug/wsgi.py,0,847,433,3.05,11,36.7,2,8,0,210,8,8,17,7,12,189,13,0,0,29
werkzeug,68227737,src/werkzeug/urls.py,0,1377,781,3.98,19,18.2,3,12,1,120,21,0,23,5,7,189,5,5,0,41
werkzeug,68227737,src/werkzeug/utils.py,0,690,336,4.9,35,43.9,2,9,1,230,2,6,27,5,7,189,5,5,0,41
werkzeug,68227737,src/werkzeug/wrappers/response.py,0,835,358,2.73,17,34.87,1,8,0,211,3,2,27,6,7,189,5,5,0,41
werkzeug,f0a1733f,src/werkzeug/sansio/multipart.py,1,305,220,4.0,19,42.98,5,10,4,251,23,15,9,7,13,19,2,0,0,667
werkzeug,9004c053,src/werkzeug/http.py,0,1534,767,4.54,20,25.3,5,22,1,219,1,1,23,6,7,189,6,0,0,21
werkzeug,9004c053,src/werkzeug/sansio/response.py,0,789,525,2.24,10,42.34,4,12,1,249,2,2,33,5,7,189,6,0,0,21
werkzeug,bdb64661,src/werkzeug/formparser.py,1,431,279,2.94,8,54.34,3,16,4,211,168,50,21,9,14,189,3,0,0,106
werkzeug,bdb64661,src/werkzeug/wrappers/request.py,1,657,281,2.19,12,50.06,2,13,2,258,8,6,25,5,14,189,3,0,0,106
werkzeug,e5a3aff3,src/werkzeug/serving.py,0,1107,687,3.69,18,27.27,5,14,4,249,8,0,39,8,11,189,2,0,0,123
werkzeug,7be18750,src/werkzeug/exceptions.py,0,879,382,1.66,7,51.29,2,10,0,263,2,3,17,4,10,189,16,3,0,27
werkzeug,7be18750,src/werkzeug/routing/map.py,0,974,491,5.56,22,33.95,3,13,3,270,2,3,33,8,10,189,16,3,0,27
werkzeug,7be18750,src/werkzeug/routing/rules.py,0,913,533,3.91,20,29.13,4,14,2,252,4,4,13,7,10,189,16,3,0,27
werkzeug,45c1e774,src/werkzeug/routing/map.py,1,975,493,5.56,22,33.97,3,13,3,281,1,1,33,8,10,189,1,2,0,44
werkzeug,eb363e4f,src/werkzeug/sansio/response.py,0,792,529,2.24,10,42.43,4,12,1,285,2,2,32,5,15,189,2,1,0,18
werkzeug,42e898c1,src/werkzeug/_internal.py,1,405,286,2.47,6,40.11,3,11,2,257,1,6,14,4,11,189,3,1,0,39
werkzeug,42e898c1,src/werkzeug/urls.py,1,1338,758,3.91,19,19.48,3,12,1,170,53,19,23,5,11,189,3,1,0,39
werkzeug,a6d96ca1,src/werkzeug/sansio/request.py,0,657,370,1.32,4,54.84,1,9,0,235,123,14,34,4,7,189,7,1,0,38
werkzeug,a6d96ca1,src/werkzeug/sansio/response.py,0,792,529,2.24,10,42.43,4,12,1,288,41,5,32,5,7,189,7,1,0,38
werkzeug,a6d96ca1,src/werkzeug/wrappers/request.py,0,659,284,2.19,12,50.51,2,13,2,278,6,4,26,5,7,189,7,1,0,38
werkzeug,a6d96ca1,src/werkzeug/wrappers/response.py,0,850,372,2.73,17,35.03,1,8,0,262,4,4,27,6,7,189,7,1,0,38
werkzeug,ff3df42f,src/werkzeug/formparser.py,0,432,281,2.94,8,54.87,3,16,4,232,7,2,21,9,14,189,2,4,0,27
httpx,336204f0,httpx/_transports/default.py,1,406,329,2.5,8,51.15,10,17,2,0,1,1,19,6,22,1,1,0,1,46
httpx,4189b7f0,httpx/_models.py,0,1277,858,3.31,10,1.02,13,19,2,0,3,3,18,7,20,16,2,3,1,16
httpx,89599a95,httpx/_config.py,1,249,183,4.53,18,52.29,9,18,3,0,3,4,10,6,11,74,2,2,0,44
httpx,80960fa3,httpx/_api.py,0,438,313,1.0,1,100.0,2,7,0,0,9,9,9,3,14,74,6,3,0,23
httpx,80960fa3,httpx/_config.py,0,249,183,4.53,18,52.29,9,18,3,4,36,9,10,6,14,74,6,3,0,23
httpx,80960fa3,httpx/_transports/default.py,0,406,329,2.5,8,51.15,10,17,2,14,9,5,19,6,14,74,6,3,0,23
httpx,ce7e14da,httpx/_config.py,1,214,150,4.0,18,56.02,9,18,3,6,8,0,8,6,11,74,1,3,0,31
httpx,47f4a96f,httpx/_decoders.py,0,393,242,2.6,8,45.57,8,10,2,0,4,0,9,4,11,74,5,4,0,35
httpx,7b19cd5f,httpx/_utils.py,0,242,123,3.69,12,58.02,11,21,5,0,0,32,9,8,12,3,4,4,1,59
httpx,49d74a2e,httpx/_utils.py,1,440,245,3.09,12,44.61,11,21,5,23,2,0,17,8,20,1,2,3,1,97
httpx,609df7ec,httpx/_types.py,0,136,107,1.33,2,100.0,4,9,0,34,2,0,7,2,13,74,3,1,0,31
httpx,7c0cda15,httpx/_urlparse.py,1,494,268,7.29,42,43.73,6,19,5,19,14,3,6,5,9,74,3,4,0,41
httpx,359f77d4,httpx/_api.py,0,479,350,1.0,1,100.0,2,7,0,39,10,10,8,3,15,74,5,1,0,31
httpx,359f77d4,httpx/_config.py,0,372,267,4.09,18,45.67,9,18,3,43,2,2,12,6,15,74,5,1,0,31
httpx,359f77d4,httpx/_types.py,0,134,106,1.33,2,100.0,4,9,0,39,2,4,7,2,15,74,5,1,0,31
httpx,88a81c5d,httpx/_transports/default.py,1,388,316,2.52,7,52.75,10,17,2,59,1,0,13,6,3,1,1,4,1,128
httpx,a7092af2,httpx/_urlparse.py,0,481,262,6.93,41,45.14,6,19,5,29,7,29,6,5,1,74,2,4,0,34
httpx,392dbe45,httpx/_compat.py,0,63,33,1.0,1,80.53,6,6,0,32,21,0,8,2,11,3,15,3,0,507
httpx,1e110964,httpx/_decoders.py,1,325,199,2.47,8,49.43,8,10,2,97,4,2,6,4,17,2,3,0,0,48
httpx,1e110964,httpx/_models.py,1,1215,839,3.33,10,2.98,13,19,2,110,2,2,15,7,17,2,3,0,0,48
httpx,90538a3b,httpx/_transports/asgi.py,0,179,108,3.43,10,66.78,5,7,1,79,1,1,9,6,15,74,3,0,0,76
httpx,f8981f3d,httpx/_api.py,0,465,338,1.0,1,100.0,2,7,0,102,20,0,6,3,8,16,11,0,0,999
httpx,f8981f3d,httpx/_main.py,0,507,457,4.43,14,33.77,5,7,0,94,5,5,17,8,8,16,11,0,0,999
httpx,f8981f3d,httpx/_transports/default.py,0,383,314,2.52,7,52.96,10,17,2,116,6,3,12,6,8,16,11,0,0,999
httpx,e63b6594,httpx/_urlparse.py,1,464,249,6.86,41,46.09,6,19,5,114,1,1,5,5,13,1,2,1,1,126
httpx,7c9db49f,httpx/_compat.py,0,41,19,1.0,1,85.28,6,6,0,118,1,3,4,2,8,1,6,3,1,153
httpx,7c9db49f,httpx/_config.py,0,368,265,4.09,18,45.99,9,18,3,144,7,10,11,6,8,1,6,3,1,153
httpx,88e84314,httpx/_auth.py,1,347,219,2.79,7,51.03,8,10,3,171,3,1,12,4,12,1,2,4,1,292
httpx,a54ecccd,httpx/_config.py,0,371,268,4.23,18,45.53,9,18,3,149,2,0,12,6,5,6,3,0,0,87
httpx,a54ecccd,httpx/_transports/default.py,0,378,309,2.43,7,53.85,10,17,2,159,1,0,11,6,5,6,3,0,0,87
httpx,18d7721c,httpx/_models.py,1,1209,840,3.36,10,2.22,13,19,2,174,2,2,15,7,15,3,3,3,1,88
httpx,920333ea,httpx/_urlparse.py,0,464,249,6.86,41,46.09,6,19,5,157,10,8,5,5,4,3,3,4,0,305
httpx,301b8fb0,httpx/_utils.py,1,477,271,3.31,11,41.73,11,21,5,171,2,2,17,7,16,6,1,3,0,83
httpx,73359503,httpx/_transports/default.py,0,377,308,2.43,7,53.88,10,17,2,196,12,0,11,6,4,6,3,2,0,293
httpx,a682f6f1,httpx/_transports/asgi.py,1,173,103,3.14,9,67.77,5,7,1,161,7,1,9,6,2,1,3,6,1,51
httpx,abb994c0,httpx/_transports/wsgi.py,0,144,92,3.75,11,69.85,4,5,0,119,1,0,9,4,3,1,2,4,1,64
httpx,ee432c0d,httpx/_urlparse.py,1,455,249,6.86,41,46.06,6,19,5,169,10,3,5,5,14,74,2,1,0,68
httpx,32e25497,httpx/_utils.py,1,477,271,3.31,11,41.73,11,21,5,190,2,2,17,7,9,1,2,2,1,33
httpx,472597fb,httpx/_multipart.py,1,267,192,3.33,10,46.12,5,7,1,186,4,4,7,5,13,1,1,3,1,186
httpx,26dc3921,httpx/_urlparse.py,0,455,249,6.86,41,46.06,6,19,5,179,4,4,5,5,12,74,2,3,0,51
httpx,9ae170a9,httpx/_urlparse.py,1,439,243,7.15,41,46.84,6,19,5,182,22,6,5,5,13,74,2,2,0,147
httpx,15d09a3b,httpx/_utils.py,1,451,251,3.3,11,43.39,11,21,5,196,27,1,16,5,20,1,2,2,1,232
httpx,c1cc6b24,httpx/_auth.py,1,347,219,2.79,7,51.03,8,10,3,232,1,1,12,4,11,1,1,1,1,74
httpx,daec2bdc,httpx/_urls.py,0,642,247,1.92,15,40.52,7,14,1,224,1,2,7,6,12,5,11,2,0,131
httpx,f1157dbc,httpx/_config.py,0,369,266,4.23,18,45.64,9,18,3,216,15,12,12,6,11,74,8,0,0,142
httpx,f1157dbc,httpx/_utils.py,0,451,251,3.3,11,43.39,11,21,5,207,0,46,16,5,11,74,8,0,0,142
httpx,85c5898d,httpx/_decoders.py,1,334,214,2.68,14,45.56,8,10,2,210,41,51,6,8,23,1,3,3,1,708
httpx,6779fae5,httpx/_content.py,0,238,168,2.95,8,53.68,7,9,1,198,4,5,9,5,11,84,3,2,0,713
httpx,6779fae5,httpx/_transports/default.py,0,365,297,2.43,7,54.24,10,17,2,233,2,2,11,6,11,84,3,2,0,713
httpx,a934c36a,httpx/_urlparse.py,0,439,243,7.15,41,46.84,6,19,5,204,0,12,5,5,15,7,2,2,0,136
httpx,f0fd9192,httpx/_transports/mock.py,0,38,26,2.0,3,86.43,2,4,1,157,9,5,3,3,8,4,4,3,1,238
httpx,59914c76,httpx/__init__.py,0,138,131,1.0,1,74.81,3,5,0,263,2,1,18,2,11,74,10,3,0,231
httpx,59914c76,httpx/_auth.py,0,347,219,2.79,7,51.03,8,10,3,263,29,0,12,4,11,74,10,3,0,231
httpx,59914c76,httpx/_utils.py,0,497,280,3.22,11,41.62,11,21,5,230,0,32,18,5,11,74,10,3,0,231
httpx,a6af45ed,httpx/_urlparse.py,0,451,254,7.23,42,46.46,6,19,5,219,16,0,5,5,11,74,3,1,0,144
httpx,a6af45ed,httpx/_urls.py,0,643,248,1.92,15,40.51,7,14,1,254,9,2,7,6,11,74,3,1,0,144
httpx,57daabf6,httpx/_urls.py,1,768,311,2.67,31,31.33,7,14,1,255,79,211,8,6,10,74,8,1,0,652
httpx,bddd774c,httpx/_utils.py,0,529,306,3.3,11,38.69,11,21,5,236,1,5,19,6,3,1,2,2,1,130
httpx,4cbf13ec,httpx/_utils.py,1,529,306,3.3,11,38.69,11,21,5,243,5,1,19,6,20,74,2,4,0,303
httpx,b82fbe2c,httpx/_utils.py,0,529,306,3.3,11,38.69,11,21,5,246,1,3,19,6,16,74,2,0,0,145
httpx,b97c0594,httpx/_multipart.py,0,267,192,3.33,10,46.12,5,7,1,242,29,22,7,5,16,74,2,0,0,108
httpx,a8dd079b,httpx/_content.py,0,239,168,2.95,8,54.7,7,9,1,233,5,1,9,5,19,74,2,6,0,63
httpx,40a0da09,httpx/_types.py,0,132,104,1.33,2,100.0,4,9,0,258,11,0,7,2,8,1,3,4,1,178
httpx,40a0da09,httpx/_urls.py,0,768,311,2.67,31,31.33,7,14,1,275,16,1,8,6,8,1,3,4,1,178
httpx,57aa5b08,httpx/_compat.py,0,43,21,1.0,1,84.86,6,6,0,242,3,0,4,2,13,5,5,2,0,259
httpx,57aa5b08,httpx/_config.py,0,366,263,4.23,18,45.89,9,18,3,268,2,1,11,6,13,5,5,2,0,259
httpx,8327e134,httpx/_auth.py,1,307,191,2.9,6,54.14,8,10,3,297,16,5,11,4,18,1,3,1,1,397
httpx,69e13cbc,httpx/_config.py,1,363,260,4.14,18,46.79,9,18,3,274,9,7,9,6,10,4,7,1,0,125
httpx,69e13cbc,httpx/_content.py,1,235,168,2.9,8,54.57,7,9,1,249,1,1,9,5,10,4,7,1,0,125
httpx,69e13cbc,httpx/_status_codes.py,1,158,97,1.2,2,68.35,2,3,1,204,2,2,1,3,10,4,7,1,0,125
httpx,69e13cbc,httpx/_transports/mock.py,1,34,22,1.5,2,100.0,2,4,1,204,1,1,4,3,10,4,7,1,0,125
starlette,bcdf0ad0,starlette/templating.py,1,216,180,3.23,18,50.97,6,12,4,68,3,3,10,5,13,1,2,6,1,42
starlette,bc3b4002,starlette/staticfiles.py,0,220,160,5.42,16,49.9,8,13,4,70,1,0,14,6,7,1,2,5,1,371
starlette,5cc4ddf1,starlette/middleware/base.py,0,220,157,3.3,8,56.3,7,12,3,79,4,5,7,6,10,136,3,5,0,119
starlette,f13d354e,starlette/middleware/gzip.py,1,112,87,3.62,13,56.48,5,7,2,24,68,39,5,7,8,1,2,5,1,150
starlette,a9a8dab0,starlette/middleware/gzip.py,0,112,87,3.62,13,56.48,5,7,2,26,5,1,5,7,9,136,2,5,0,44
starlette,4ae3213c,starlette/formparsers.py,0,275,219,2.33,10,42.75,3,11,2,25,5,2,13,7,9,136,1,5,0,50
starlette,950f528b,starlette/middleware/base.py,1,220,156,3.2,8,56.59,7,12,3,95,2,1,7,6,13,3,3,4,1,90
starlette,5a10fba2,starlette/middleware/base.py,1,228,163,3.2,8,55.66,7,12,3,98,11,19,8,5,13,136,3,6,0,96
starlette,b133ab45,starlette/status.py,0,95,79,0.0,0,100.0,3,4,1,68,0,106,1,0,22,136,2,5,0,81
starlette,856c904a,starlette/exceptions.py,0,33,24,1.5,2,60.34,2,3,1,0,2,31,3,3,22,136,2,5,0,174
starlette,0dcbe6a8,starlette/_utils.py,0,100,65,2.0,5,59.46,10,13,2,105,1,1,10,4,17,136,4,5,0,192
starlette,0dcbe6a8,starlette/formparsers.py,0,272,218,2.33,10,42.71,3,11,2,47,2,2,13,7,17,136,4,5,0,192
starlette,eee4cdcb,starlette/staticfiles.py,1,220,159,5.42,16,50.29,8,13,4,126,1,1,14,6,0,1,2,0,1,88
starlette,b68a142a,starlette/applications.py,0,249,164,1.56,4,64.01,6,14,3,131,27,28,16,4,12,136,4,5,0,45
starlette,13d0c1fb,starlette/middleware/__init__.py,0,41,31,1.83,3,75.25,5,10,3,135,1,1,6,2,2,1,2,1,1,56
starlette,427a8dcf,starlette/applications.py,1,250,164,1.56,4,64.18,6,14,3,143,3,3,16,4,0,2,5,4,0,46
starlette,427a8dcf,starlette/middleware/__init__.py,1,42,31,1.71,3,77.01,5,10,3,143,6,7,6,2,0,2,5,4,0,46
