repo,commit_hash,file_path,is_buggy,loc,sloc,avg_complexity,max_complexity,maintainability_index,num_contributors,num_commits,num_bug_fixes,file_age_commits,lines_added,lines_deleted,import_count,max_nesting_depth,commit_hour,author_commits,files_in_commit,day_of_week,is_first_contribution,commit_msg_length
starlette,427a8dcf,starlette/routing.py,1,875,658,3.19,15,11.57,10,18,4,143,3,3,22,6,0,2,5,4,0,46
starlette,f9ffd623,starlette/formparsers.py,0,271,217,2.33,10,42.63,3,11,2,88,13,8,13,7,9,136,3,6,0,41
starlette,f9ffd623,starlette/requests.py,0,309,228,2.35,8,40.42,9,16,3,126,10,6,15,6,9,136,3,6,0,41
starlette,83772001,starlette/formparsers.py,0,266,211,2.33,10,43.6,3,11,2,91,3,3,10,7,14,136,2,6,0,62
starlette,83772001,starlette/requests.py,0,305,223,2.35,8,40.95,9,16,3,129,1,1,13,6,14,136,2,6,0,62
starlette,99b69383,starlette/_exception_handler.py,0,65,48,2.5,3,59.01,3,7,2,98,8,28,8,4,9,136,5,1,0,164
starlette,fd038f30,starlette/formparsers.py,0,266,211,2.33,10,43.6,3,11,2,95,7,4,10,7,8,136,2,1,0,22
starlette,075efd0c,starlette/responses.py,1,530,443,3.85,20,20.72,14,29,5,159,3,2,21,6,19,3,2,2,1,254
starlette,b8139f9f,starlette/responses.py,0,530,443,3.85,20,20.72,14,29,5,160,6,10,21,6,9,136,4,2,0,368
starlette,4fbf766b,starlette/requests.py,0,302,220,2.29,8,41.7,9,16,3,141,4,4,12,6,2,3,2,1,0,327
starlette,b9db010d,starlette/_compat.py,1,28,12,1.0,1,100.0,1,2,1,69,1,3,1,2,15,136,53,6,0,155
starlette,b9db010d,starlette/_exception_handler.py,1,87,70,2.5,3,47.75,3,7,2,122,1,3,8,6,15,136,53,6,0,155
starlette,b9db010d,starlette/_utils.py,1,95,64,1.69,5,61.1,10,13,2,175,3,9,11,4,15,136,53,6,0,155
starlette,b9db010d,starlette/applications.py,1,266,180,1.56,4,64.28,6,14,3,175,20,36,16,4,15,136,53,6,0,155
starlette,b9db010d,starlette/authentication.py,1,155,116,1.56,3,53.52,3,6,2,175,4,12,13,7,15,136,53,6,0,155
starlette,b9db010d,starlette/background.py,1,45,34,2.0,3,75.78,2,4,2,175,2,6,7,3,15,136,53,6,0,155
starlette,b9db010d,starlette/concurrency.py,1,67,46,2.0,3,83.06,4,7,2,175,4,7,8,3,15,136,53,6,0,155
starlette,b9db010d,starlette/config.py,1,150,124,1.95,7,35.51,5,9,2,175,5,17,5,5,15,136,53,6,0,155
starlette,b9db010d,starlette/datastructures.py,1,705,517,2.19,12,10.09,5,8,2,175,9,35,6,6,15,136,53,6,0,155
starlette,b9db010d,starlette/endpoints.py,1,132,103,3.15,10,46.8,4,6,2,175,5,15,11,6,15,136,53,6,0,155
starlette,b9db010d,starlette/formparsers.py,1,278,224,2.29,10,42.69,3,11,2,117,9,27,9,7,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/__init__.py,1,46,35,1.71,3,76.05,5,10,3,175,2,6,6,2,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/authentication.py,1,53,45,3.0,5,53.94,2,4,1,175,4,5,6,4,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/base.py,1,230,166,3.0,8,55.83,7,12,3,175,3,9,8,5,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/cors.py,1,178,134,5.75,12,48.47,2,4,1,177,3,9,7,6,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/errors.py,1,264,215,3.0,7,57.45,3,5,1,122,2,6,11,6,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/exceptions.py,1,77,66,3.0,4,59.86,5,6,1,122,2,7,8,4,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/gzip.py,1,114,90,3.5,12,55.15,5,7,2,119,3,9,5,7,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/sessions.py,1,85,73,4.0,5,65.19,2,3,1,117,2,2,9,6,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/trustedhost.py,1,62,53,9.33,11,53.39,2,3,1,117,1,3,5,5,15,136,53,6,0,155
starlette,b9db010d,starlette/middleware/wsgi.py,1,156,125,2.8,8,54.07,5,7,1,179,2,6,9,4,15,136,53,6,0,155
starlette,b9db010d,starlette/requests.py,1,320,238,2.29,8,40.03,9,16,3,155,9,27,12,6,15,136,53,6,0,155
starlette,b9db010d,starlette/responses.py,1,356,312,3.58,12,25.03,14,29,5,175,5,15,19,5,15,136,53,6,0,155
starlette,b9db010d,starlette/routing.py,1,920,703,3.19,15,11.35,10,18,4,175,27,72,22,6,15,136,53,6,0,155
starlette,b9db010d,starlette/schemas.py,1,150,95,3.67,15,63.15,3,6,2,175,3,9,8,8,15,136,53,6,0,155
starlette,b9db010d,starlette/staticfiles.py,1,244,183,5.42,16,49.4,8,13,4,171,11,35,14,6,15,136,53,6,0,155
starlette,b9db010d,starlette/templating.py,1,232,196,3.23,18,50.73,6,12,4,175,12,28,10,5,15,136,53,6,0,155
starlette,b9db010d,starlette/types.py,1,30,23,0.0,0,100.0,2,4,2,175,3,9,4,1,15,136,53,6,0,155
starlette,b9db010d,starlette/websockets.py,1,224,189,2.91,12,36.81,4,7,2,117,14,43,7,6,15,136,53,6,0,155
starlette,d771bb7a,starlette/middleware/base.py,0,230,166,3.0,8,55.83,7,12,3,177,24,11,8,5,2,4,2,6,0,497
starlette,55cbba94,starlette/middleware/errors.py,0,264,215,3.0,7,57.45,3,5,1,127,7,4,11,6,17,136,4,1,0,142
starlette,55cbba94,starlette/middleware/gzip.py,0,114,90,3.5,12,55.15,5,7,2,124,2,1,5,7,17,136,4,1,0,142
starlette,296cab92,starlette/_utils.py,0,95,64,1.69,5,61.1,10,13,2,186,4,8,11,4,3,28,14,5,0,6502
starlette,296cab92,starlette/config.py,0,150,124,1.95,7,35.51,5,9,2,186,7,10,5,5,3,28,14,5,0,6502
starlette,296cab92,starlette/middleware/__init__.py,0,46,35,1.71,3,76.05,5,10,3,186,6,4,6,2,3,28,14,5,0,6502
starlette,296cab92,starlette/responses.py,0,356,312,3.58,12,25.03,14,29,5,186,3,5,19,5,3,28,14,5,0,6502
starlette,296cab92,starlette/status.py,0,201,177,1.5,2,66.87,3,4,1,152,1,0,2,2,3,28,14,5,0,6502
starlette,296cab92,starlette/templating.py,0,232,196,3.23,18,50.73,6,12,4,186,3,6,10,5,3,28,14,5,0,6502
starlette,07427f86,starlette/routing.py,1,922,705,3.22,15,10.99,10,18,4,187,1,3,22,6,10,1,1,2,1,567
starlette,67f473d4,starlette/responses.py,0,358,314,3.58,12,23.61,14,29,5,189,0,2,19,5,12,2,2,1,0,121
starlette,a01631da,starlette/responses.py,0,360,316,3.67,12,22.95,14,29,5,194,1,1,19,5,11,136,1,5,0,47
starlette,d1b38037,starlette/responses.py,0,360,316,3.67,12,22.95,14,29,5,199,2,2,19,5,15,4,2,5,0,49
starlette,4f16aedc,starlette/staticfiles.py,0,244,183,5.42,16,49.4,8,13,4,196,7,2,14,6,23,1,2,5,1,326
starlette,2655893e,starlette/templating.py,0,235,199,3.23,18,50.62,6,12,4,201,4,8,10,5,15,136,2,5,0,95
starlette,9f16bf5c,starlette/requests.py,1,320,238,2.29,8,40.03,9,16,3,182,1,1,12,6,8,1,2,3,1,48
starlette,9fd3ecce,starlette/responses.py,0,360,316,3.67,12,22.95,14,29,5,204,2,2,19,5,19,1,2,0,1,55
starlette,96c90f26,starlette/routing.py,0,922,705,3.22,15,10.99,10,18,4,205,4,4,22,6,4,1,1,5,1,3114
starlette,9cf26eeb,starlette/templating.py,1,237,201,3.23,18,50.62,6,12,4,206,3,1,10,5,3,1,2,5,1,317
starlette,bd77d7d9,starlette/applications.py,0,266,180,1.56,4,64.28,6,14,3,215,6,6,16,4,11,136,28,3,0,40
starlette,bd77d7d9,starlette/authentication.py,0,155,116,1.56,3,53.52,3,6,2,215,2,8,13,7,11,136,28,3,0,40
starlette,bd77d7d9,starlette/config.py,0,153,127,1.95,7,35.51,5,9,2,215,3,3,5,5,11,136,28,3,0,40
starlette,bd77d7d9,starlette/convertors.py,0,89,59,1.84,4,58.28,3,3,0,157,3,1,4,2,11,136,28,3,0,40
starlette,bd77d7d9,starlette/datastructures.py,0,705,517,2.19,12,10.09,5,8,2,215,6,6,6,6,11,136,28,3,0,40
starlette,bd77d7d9,starlette/formparsers.py,0,278,224,2.29,10,42.69,3,11,2,157,1,1,9,7,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/authentication.py,0,53,45,3.0,5,53.94,2,4,1,215,4,3,6,4,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/base.py,0,217,155,2.9,8,57.38,7,12,3,215,8,8,9,5,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/cors.py,0,178,134,5.75,12,48.47,2,4,1,217,3,1,7,6,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/errors.py,0,261,213,2.78,7,57.91,3,5,1,162,3,3,10,6,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/exceptions.py,0,77,66,3.0,4,59.86,5,6,1,162,8,5,8,4,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/sessions.py,0,85,73,4.0,5,65.19,2,3,1,157,5,3,9,6,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/trustedhost.py,0,62,53,9.33,11,53.39,2,3,1,157,3,1,5,5,11,136,28,3,0,40
starlette,bd77d7d9,starlette/middleware/wsgi.py,0,156,125,2.8,8,54.07,5,7,1,219,5,3,9,4,11,136,28,3,0,40
starlette,bd77d7d9,starlette/requests.py,0,320,238,2.29,8,40.03,9,16,3,195,5,5,12,6,11,136,28,3,0,40
starlette,bd77d7d9,starlette/routing.py,0,922,705,3.21,15,11.03,10,18,4,215,5,7,22,6,11,136,28,3,0,40
starlette,bd77d7d9,starlette/templating.py,0,237,201,3.23,18,50.62,6,12,4,215,1,1,10,5,11,136,28,3,0,40
starlette,bd77d7d9,starlette/websockets.py,0,224,189,2.91,12,36.81,4,7,2,157,2,2,7,6,11,136,28,3,0,40
starlette,7ec763c4,starlette/config.py,0,153,127,1.95,7,35.51,5,9,2,228,4,2,5,5,22,2,2,1,1,54
starlette,93e74a4d,starlette/responses.py,0,360,316,3.67,12,22.95,14,29,5,236,3,2,19,5,20,1,5,6,1,2836
starlette,93e74a4d,starlette/websockets.py,0,224,189,2.91,12,36.81,4,7,2,178,30,3,7,6,20,1,5,6,1,2836
starlette,b8eebef3,starlette/responses.py,1,356,312,3.58,11,23.69,14,29,5,255,4,1,19,5,9,1,3,5,1,199
starlette,e54be85a,starlette/responses.py,0,356,312,3.58,11,23.69,14,29,5,260,1,1,19,5,8,136,1,1,0,68
starlette,7936e86f,starlette/responses.py,0,356,312,3.54,11,24.01,14,29,5,262,2,0,19,5,10,1,2,0,1,128
starlette,6bfe9fea,starlette/_exception_handler.py,1,87,71,2.5,3,47.91,3,7,2,210,4,4,7,6,18,136,22,5,0,84
starlette,6bfe9fea,starlette/_utils.py,1,97,67,1.69,5,60.93,10,13,2,263,3,1,10,4,18,136,22,5,0,84
starlette,6bfe9fea,starlette/applications.py,1,266,180,1.56,4,64.54,6,14,3,263,5,5,16,4,18,136,22,5,0,84
starlette,6bfe9fea,starlette/authentication.py,1,159,121,1.56,3,53.31,3,6,2,263,6,4,12,7,18,136,22,5,0,84
starlette,6bfe9fea,starlette/background.py,1,43,33,2.0,3,76.29,2,4,2,263,3,1,6,3,18,136,22,5,0,84
starlette,6bfe9fea,starlette/concurrency.py,1,65,45,2.0,3,83.49,4,7,2,263,3,1,7,3,18,136,22,5,0,84
starlette,6bfe9fea,starlette/config.py,1,153,128,1.95,7,35.81,5,9,2,263,11,13,3,5,18,136,22,5,0,84
starlette,6bfe9fea,starlette/datastructures.py,1,715,528,2.19,12,9.95,5,8,2,263,55,65,5,6,18,136,22,5,0,84
starlette,6bfe9fea,starlette/endpoints.py,1,130,102,3.15,10,47.21,4,6,2,263,3,1,10,6,18,136,22,5,0,84
starlette,6bfe9fea,starlette/exceptions.py,1,60,44,1.5,2,66.31,2,3,1,160,6,4,4,3,18,136,22,5,0,84
starlette,6bfe9fea,starlette/formparsers.py,1,276,223,2.29,10,43.49,3,11,2,205,13,11,8,7,18,136,22,5,0,84
starlette,6bfe9fea,starlette/middleware/__init__.py,1,42,32,1.71,3,77.1,5,10,3,263,4,2,5,2,18,136,22,5,0,84
starlette,6bfe9fea,starlette/requests.py,1,324,243,2.29,8,40.06,9,16,3,243,10,14,11,6,18,136,22,5,0,84
starlette,6bfe9fea,starlette/responses.py,1,354,311,3.5,11,24.42,14,29,5,263,31,31,18,5,18,136,22,5,0,84
starlette,6bfe9fea,starlette/routing.py,1,932,716,3.21,15,10.92,10,18,4,263,43,51,21,6,18,136,22,5,0,84
starlette,6bfe9fea,starlette/schemas.py,1,154,100,3.67,15,62.87,3,6,2,263,8,12,7,8,18,136,22,5,0,84
starlette,6bfe9fea,starlette/staticfiles.py,1,243,185,5.33,15,49.6,8,13,4,259,8,12,12,6,18,136,22,5,0,84
starlette,6bfe9fea,starlette/status.py,1,199,177,1.5,2,66.87,3,4,1,229,3,2,2,2,18,136,22,5,0,84
starlette,6bfe9fea,starlette/templating.py,1,231,196,3.23,18,52.02,6,12,4,263,35,29,9,5,18,136,22,5,0,84
starlette,6bfe9fea,starlette/types.py,1,30,23,0.0,0,100.0,2,4,2,263,1,1,4,1,18,136,22,5,0,84
starlette,6bfe9fea,starlette/websockets.py,1,197,164,2.77,8,40.14,4,7,2,205,6,6,5,5,18,136,22,5,0,84
starlette,b5126b20,starlette/websockets.py,0,197,164,2.77,8,40.14,4,7,2,206,5,1,5,5,16,136,2,5,0,176
starlette,13c66c92,starlette/config.py,0,153,128,1.95,7,35.81,5,9,2,266,3,1,3,5,13,2,2,5,0,212
starlette,6c4ffeee,starlette/applications.py,0,266,180,1.56,4,64.54,6,14,3,272,5,1,16,4,20,136,2,3,0,47
starlette,6c4ffeee,starlette/middleware/__init__.py,0,42,32,1.71,3,77.1,5,10,3,272,5,1,5,2,20,136,2,3,0,47
starlette,3734e85c,starlette/staticfiles.py,0,243,185,5.33,15,49.6,8,13,4,269,1,2,12,6,19,3,3,3,0,309
starlette,c3c63147,starlette/_utils.py,0,97,67,1.69,5,60.93,10,13,2,275,9,0,10,4,8,3,8,1,0,1359
starlette,c3c63147,starlette/datastructures.py,0,715,528,2.19,12,9.95,5,8,2,275,1,1,5,6,8,3,8,1,0,1359
starlette,c3c63147,starlette/middleware/wsgi.py,0,154,124,2.8,8,54.23,5,7,1,279,8,2,8,4,8,3,8,1,0,1359
starlette,c3c63147,starlette/requests.py,0,324,243,2.29,8,40.06,9,16,3,255,11,2,11,6,8,3,8,1,0,1359
starlette,c3c63147,starlette/routing.py,0,932,716,3.21,15,10.92,10,18,4,275,22,19,21,6,8,3,8,1,0,1359
starlette,c3c63147,starlette/staticfiles.py,0,244,186,5.33,15,49.49,8,13,4,271,3,4,12,6,8,3,8,1,0,1359
starlette,d28d491a,starlette/authentication.py,0,159,121,1.56,3,53.31,3,6,2,277,1,1,12,7,8,28,7,0,0,776
starlette,d28d491a,starlette/routing.py,0,929,713,3.21,15,9.9,10,18,4,277,4,2,21,6,8,28,7,0,0,776
starlette,966f0fc8,starlette/concurrency.py,0,65,45,2.0,3,83.49,4,7,2,283,3,2,7,3,13,1,3,2,1,476
starlette,966f0fc8,starlette/responses.py,0,354,311,3.5,11,24.42,14,29,5,283,1,1,18,5,13,1,3,2,1,476
starlette,866a15f7,starlette/applications.py,0,262,176,1.56,4,65.35,6,14,3,284,13,5,14,4,22,1,7,2,1,115
starlette,866a15f7,starlette/middleware/__init__.py,0,38,28,1.71,3,76.59,5,10,3,284,28,7,3,2,22,1,7,2,1,115
starlette,866a15f7,starlette/routing.py,0,927,711,3.21,15,9.93,10,18,4,284,8,8,21,6,22,1,7,2,1,115
starlette,3c8ab8e7,starlette/responses.py,1,354,311,3.5,11,24.42,14,29,5,290,1,1,18,5,22,1,3,5,1,199
starlette,3c8ab8e7,starlette/staticfiles.py,1,245,187,5.25,15,49.37,8,13,4,286,1,1,12,6,22,1,3,5,1,199
starlette,9a213c13,starlette/_exception_handler.py,0,87,71,2.5,3,47.91,3,7,2,239,15,1,7,6,13,136,2,5,0,47
starlette,9a213c13,starlette/concurrency.py,0,64,44,2.0,3,83.93,4,7,2,292,8,3,7,3,13,136,2,5,0,47
starlette,6715eb4f,starlette/responses.py,0,354,311,3.5,11,24.42,14,29,5,293,8,2,18,5,13,136,4,5,0,54
starlette,6715eb4f,starlette/staticfiles.py,0,245,187,5.25,15,49.37,8,13,4,289,2,6,12,6,13,136,4,5,0,54
fastapi,d86c4747,fastapi/_compat/v2.py,1,561,463,2.72,15,30.52,5,12,9,103,19,1,27,6,15,24,27,4,0,88
fastapi,d86c4747,fastapi/dependencies/utils.py,1,1064,934,9.4,46,1.64,7,19,12,103,16,13,33,7,15,24,27,4,0,88
fastapi,d86c4747,fastapi/openapi/utils.py,1,567,532,12.78,40,19.75,2,6,3,103,3,2,21,6,15,24,27,4,0,88
fastapi,d86c4747,fastapi/params.py,1,774,739,2.9,11,45.19,2,6,1,103,8,0,8,3,15,24,27,4,0,88
fastapi,3fe6522a,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,106,1,1,20,0,15,104,2,4,0,25
fastapi,c0556ac3,fastapi/_compat/v2.py,1,517,426,2.71,15,30.31,5,12,9,106,48,4,27,6,6,104,2,4,0,94
fastapi,cd9d093f,docs_src/handling_errors/tutorial004.py,1,23,16,1.33,2,68.15,1,1,1,0,5,2,4,2,4,104,3,2,0,110
fastapi,7b0b9157,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,125,1,1,20,0,13,104,2,2,0,25
fastapi,7ba042e0,fastapi/dependencies/utils.py,1,1057,931,9.75,46,1.44,7,19,12,125,13,6,33,7,4,104,2,2,0,85
fastapi,60699f30,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,128,1,1,20,0,11,104,2,2,0,25
fastapi,42b250d1,fastapi/_compat/v2.py,1,499,408,2.66,15,31.38,5,12,9,128,25,7,27,6,2,104,2,2,0,81
fastapi,94750246,docs_src/settings/app03_an/main.py,0,22,15,1.0,1,100.0,2,2,0,76,1,1,4,1,9,24,62,2,0,66
fastapi,94750246,docs_src/settings/app03_an_py39/main.py,0,22,15,1.0,1,100.0,1,1,0,0,1,1,4,1,9,24,62,2,0,66
fastapi,b5ca1324,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,137,1,1,20,0,14,104,2,5,0,25
fastapi,5b624566,scripts/mkdocs_hooks.py,0,154,123,3.45,8,48.05,2,2,0,87,1,1,8,6,21,1,1,5,1,49
fastapi,e1117f75,fastapi/exceptions.py,0,233,130,1.89,6,72.74,2,4,0,139,62,13,6,4,4,1,3,5,1,204
fastapi,08b09e52,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,142,1,1,20,0,22,104,2,4,0,26
fastapi,da0ffab0,fastapi/dependencies/models.py,1,188,167,5.23,12,44.73,4,7,4,92,6,1,11,4,22,24,2,4,0,135
fastapi,812a1926,fastapi/_compat/v2.py,1,496,405,2.76,17,30.99,5,12,9,144,17,14,27,6,21,24,2,4,0,74
fastapi,f0dd1046,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,147,1,1,20,0,23,104,2,3,0,25
fastapi,0b5fa563,fastapi/dependencies/models.py,1,174,155,5.73,12,46.33,4,7,4,97,22,8,11,4,14,104,5,3,0,139
fastapi,0b5fa563,fastapi/dependencies/utils.py,1,1044,919,9.71,46,1.72,7,19,12,147,23,10,34,7,14,104,5,3,0,139
fastapi,0b5fa563,fastapi/openapi/utils.py,1,567,532,12.78,40,19.75,2,6,3,147,4,4,21,6,14,104,5,3,0,139
fastapi,eb1d5047,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,150,1,1,20,0,14,104,2,3,0,25
fastapi,0ec4bafc,fastapi/openapi/utils.py,1,558,525,12.22,40,20.19,2,6,3,150,11,2,21,6,4,104,2,3,0,116
fastapi,603df6e3,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,153,1,1,20,0,9,104,2,3,0,25
fastapi,861598b4,fastapi/dependencies/utils.py,1,1037,912,9.62,46,2.22,7,19,12,153,9,2,33,7,9,1,2,3,1,239
fastapi,811fa898,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,156,1,1,20,0,8,104,2,3,0,25
fastapi,bba4d4c9,fastapi/dependencies/models.py,1,116,101,3.3,5,51.86,4,7,4,106,79,21,11,4,23,104,3,2,0,203
fastapi,bba4d4c9,fastapi/dependencies/utils.py,1,1037,912,9.62,46,2.22,7,19,12,156,3,3,33,7,23,104,3,2,0,203
fastapi,c57ac7bd,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,159,1,1,20,0,22,104,2,1,0,25
fastapi,98244866,fastapi/dependencies/models.py,0,116,101,3.3,5,51.86,4,7,4,109,5,2,11,4,7,1,2,2,1,340
fastapi,1c1e584a,fastapi/dependencies/utils.py,0,1037,912,9.62,46,2.22,7,19,12,163,4,2,33,7,9,1,3,1,1,209
fastapi,80d69ae0,fastapi/_compat/v2.py,1,496,405,2.73,17,31.32,5,12,9,165,2,2,27,6,17,1,2,1,1,237
fastapi,73c411e1,fastapi/dependencies/models.py,0,113,98,3.2,5,52.44,4,7,4,121,14,8,11,4,7,1,2,1,1,227
fastapi,4976568f,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,174,1,1,20,0,11,104,2,1,0,25
fastapi,f95a1742,fastapi/_compat/v2.py,1,486,396,2.65,15,32.3,5,12,9,174,12,2,27,6,1,1,2,1,1,427
fastapi,c516c990,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,179,1,1,20,0,8,104,2,1,0,25
fastapi,015b4fae,fastapi/dependencies/utils.py,1,1036,911,9.62,46,2.25,7,19,12,179,1,2,33,7,8,24,2,1,0,112
fastapi,0f613d90,fastapi/_compat/v2.py,1,479,389,2.54,15,33.28,5,12,9,181,7,0,27,6,8,24,3,1,0,144
fastapi,3c54a8f0,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,184,1,1,20,0,6,104,2,1,0,25
fastapi,cb3792d3,fastapi/utils.py,1,254,211,5.25,12,54.28,2,5,1,190,9,3,17,4,5,1,1,1,1,109
fastapi,de5bec63,fastapi/dependencies/utils.py,1,1029,904,9.5,46,2.88,7,19,12,192,9,2,33,7,5,24,3,1,0,198
fastapi,6cf40df2,fastapi/dependencies/utils.py,1,1025,900,9.46,46,3.15,7,19,12,194,6,2,33,7,5,24,2,1,0,106
fastapi,d68c0662,fastapi/dependencies/utils.py,1,1024,899,9.42,46,3.3,7,19,12,196,2,1,33,7,5,1,2,1,1,426
fastapi,c3373205,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,199,1,1,20,0,5,104,2,1,0,25
fastapi,8f99a2b7,fastapi/_compat/v2.py,1,479,389,2.51,15,33.67,5,12,9,199,1,1,27,6,9,3,2,1,0,174
fastapi,20f40b29,fastapi/encoders.py,1,352,305,10.5,37,48.96,2,4,1,203,8,4,20,5,11,1,2,1,1,129
fastapi,f2bab952,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,216,1,1,20,0,15,104,2,6,0,25
fastapi,7fbd3046,fastapi/dependencies/models.py,1,83,72,2.71,4,59.3,4,7,4,166,26,2,11,3,6,104,4,6,0,179
fastapi,7fbd3046,fastapi/dependencies/utils.py,1,1026,901,9.46,46,3.11,7,19,12,216,16,18,34,7,6,104,4,6,0,179
fastapi,63d7a2b9,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,219,1,1,20,0,13,104,2,6,0,25
fastapi,378ad688,fastapi/dependencies/utils.py,1,1024,899,9.46,46,3.15,7,19,12,219,3,1,34,7,11,1,2,6,1,304
fastapi,5b0625df,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,226,1,1,20,0,20,104,2,0,0,25
fastapi,51ad909f,docs_src/security/tutorial003.py,1,90,64,1.56,3,59.93,1,1,1,0,1,1,4,2,20,24,36,0,0,227
fastapi,51ad909f,docs_src/security/tutorial003_an.py,1,95,69,1.56,3,59.39,2,2,1,173,1,1,5,2,20,24,36,0,0,227
fastapi,51ad909f,docs_src/security/tutorial003_an_py310.py,1,94,68,1.56,3,57.87,1,1,1,0,1,1,4,2,20,24,36,0,0,227
fastapi,51ad909f,docs_src/security/tutorial003_an_py39.py,1,94,68,1.56,3,59.64,1,1,1,0,1,1,4,2,20,24,36,0,0,227
fastapi,51ad909f,docs_src/security/tutorial003_py310.py,1,88,63,1.56,3,58.43,1,1,1,0,1,1,3,2,20,24,36,0,0,227
fastapi,51ad909f,fastapi/security/api_key.py,1,289,169,2.27,4,79.73,2,2,1,177,53,23,8,4,20,24,36,0,0,227
fastapi,51ad909f,fastapi/security/http.py,1,424,269,4.21,7,61.32,2,2,1,177,37,37,13,4,20,24,36,0,0,227
fastapi,51ad909f,fastapi/security/oauth2.py,1,654,469,2.67,4,65.93,2,2,1,177,26,14,11,4,20,24,36,0,0,227
fastapi,51ad909f,fastapi/security/open_id_connect_url.py,1,85,71,3.0,4,76.26,2,2,1,177,14,4,8,4,20,24,36,0,0,227
fastapi,4f3ff797,scripts/docs.py,0,542,393,2.83,19,37.78,2,8,0,213,9,0,17,7,9,104,5,6,0,149
fastapi,32b375c5,scripts/docs.py,0,533,389,2.86,19,37.76,2,8,0,218,106,3,17,7,13,24,2,4,0,135
fastapi,be5a6311,scripts/docs.py,0,430,317,2.55,7,43.45,2,8,0,220,1,15,15,4,11,104,8,3,0,58
fastapi,325fd16d,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,246,1,1,20,0,17,104,2,2,0,25
fastapi,85701631,fastapi/dependencies/utils.py,0,1024,899,9.46,46,3.15,7,19,12,246,2,1,34,7,17,104,3,2,0,139
fastapi,85701631,fastapi/params.py,0,774,739,2.9,11,45.19,2,6,1,246,2,2,8,3,17,104,3,2,0,139
fastapi,994d6cc9,scripts/docs.py,0,444,329,2.57,7,42.38,2,8,0,231,8,2,17,4,20,104,11,0,0,43
fastapi,02e108d1,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,257,1,1,20,0,18,104,2,3,0,25
fastapi,5d40dfbc,fastapi/_compat/v2.py,1,479,389,2.49,15,33.81,5,12,9,257,6,6,27,6,14,104,2,3,0,62
fastapi,1c7e2540,fastapi/__init__.py,0,25,21,0.0,0,100.0,1,26,0,272,1,1,20,0,22,104,2,5,0,25
fastapi,282f372e,fastapi/dependencies/utils.py,1,1020,895,9.46,46,3.2,7,19,12,272,4,1,33,7,22,1,2,5,1,91
sqlalchemy,11cb95b1,lib/sqlalchemy/ext/asyncio/engine.py,1,1473,794,1.29,5,42.63,4,5,3,0,3,1,56,3,11,1,10,1,1,487
sqlalchemy,11cb95b1,lib/sqlalchemy/sql/annotation.py,1,590,375,1.66,9,45.79,3,3,3,0,1,1,26,5,11,1,10,1,1,487
sqlalchemy,11cb95b1,lib/sqlalchemy/util/_immutabledict_cy.py,1,208,132,1.34,8,61.87,3,3,2,0,61,29,12,5,11,1,10,1,1,487
sqlalchemy,380c234c,lib/sqlalchemy/dialects/sqlite/aiosqlite.py,1,286,201,2.1,4,55.71,3,4,3,0,42,7,24,4,14,46,3,2,1,927
sqlalchemy,39d31c5e,lib/sqlalchemy/dialects/postgresql/json.py,1,398,163,1.5,3,70.97,2,3,3,0,9,0,28,5,15,194,3,2,0,637
